,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
87294,26.9130732375,25.297741273099998,5,128,188,180,NED,AUT,33,31,18,1,0,1993
87295,25.7002053388,23.7289527721,5,128,183,185,USA,NZL,34,262,71,1,0,1993
87296,30.584531143099998,22.0041067762,5,128,180,183,GBR,AUS,35,112,338,1,0,1993
87297,24.9637234771,26.762491444200002,5,128,178,185,ESP,RUS,36,39,84,1,0,1993
87298,24.6926762491,22.726899384,5,128,196,196,GER,AUS,37,142,78,1,0,1993
87299,22.3052703628,25.6290212183,5,128,188,185,VEN,USA,38,130,747,1,0,1993
87300,19.0253251198,21.7440109514,5,128,180,190,AUS,SWE,39,287,51,1,0,1993
87301,24.7994524298,24.741957563299998,5,128,175,183,ESP,ESP,40,81,14,1,0,1993
87302,23.203285420900002,23.5811088296,5,128,183,180,USA,USA,41,119,13,1,0,1993
87303,23.0308008214,21.8015058179,5,128,190,190,GER,CZE,42,86,113,1,0,1993
87304,27.6413415469,24.449007529099998,5,128,180,178,ESP,ESP,43,28,67,1,0,1993
87305,25.6344969199,21.796030116399997,5,128,170,188,FRA,USA,44,72,83,1,0,1993
87306,26.0424366872,27.772758384699998,5,128,185,183,SWE,CAN,45,49,100,1,0,1993
87307,19.5893223819,26.9431895962,5,128,183,188,USA,AUT,46,139,110,1,0,1993
87308,20.0848733744,22.819986310700003,5,128,183,193,RSA,SWE,47,70,35,1,0,1993
87309,25.3826146475,21.4373716632,5,128,180,185,GER,USA,48,27,3,1,0,1993
87310,32.867898699499996,25.503080082100002,5,128,188,180,USA,SWE,49,8,62,1,0,1993
87311,25.5496235455,24.4079397673,5,128,185,183,USA,SWE,50,328,19,1,0,1993
87312,23.342915811100003,25.3442847365,5,128,178,193,BEL,AUS,51,80,179,1,0,1993
87313,23.0088980151,25.6153319644,5,128,173,193,USA,FRA,52,342,106,1,0,1993
87314,21.3963039014,22.3244353183,5,128,170,196,MEX,GER,53,56,108,1,0,1993
87315,27.074606433899998,23.285420944600002,5,128,185,175,USA,ZIM,54,123,124,1,0,1993
87316,23.2060232717,24.7939767283,5,128,183,185,SWE,GER,55,152,52,1,0,1993
87317,22.5325119781,21.3442847365,5,128,198,185,USA,RSA,56,90,11,1,0,1993
87318,22.803559206,25.880903490799998,5,128,180,188,ARG,RUS,57,55,16,1,0,1993
87319,26.934976043800003,23.5947980835,5,128,190,188,GER,FRA,58,82,34,1,0,1993
87320,26.5516769336,23.8001368925,5,128,183,183,USA,FRA,59,115,26,1,0,1993
87321,25.0814510609,26.2450376454,5,128,185,188,RSA,SWE,60,532,76,1,0,1993
87322,24.161533196399997,27.2470910335,5,128,180,175,USA,ISR,61,60,21,1,0,1993
87324,25.240246406599997,19.8631074606,5,128,170,185,PER,GER,63,59,96,1,0,1993
87325,25.5167693361,26.9979466119,5,128,188,188,MEX,SWE,64,107,2,1,0,1993
87326,26.1327857632,22.4229979466,5,128,183,185,USA,USA,65,122,1,2,0,1993
87327,24.101300479099997,22.926762491399998,5,128,183,180,FRA,FRA,66,74,87,2,0,1993
87328,26.9596167009,22.765229295,5,128,188,183,RUS,NED,67,32,50,2,0,1993
87329,28.7638603696,22.006844627,5,128,193,188,USA,ESP,68,54,17,2,0,1993
87330,21.1197809719,29.2073921971,5,128,196,183,NED,USA,69,10,111,2,0,1993
87331,32.0574948665,23.783709787800003,5,128,183,180,AUS,USA,70,169,220,2,0,1993
87332,21.661875427800002,18.3846680356,5,128,188,193,GER,UKR,71,132,24,2,0,1993
87333,22.3901437372,24.9883641342,5,128,188,190,NED,CZE,72,75,7,2,0,1993
87334,31.518138261500003,21.7987679671,5,128,180,178,SWE,AUS,73,151,63,2,0,1993
87335,25.4592744695,19.7563312799,5,128,178,190,URU,DEN,74,57,73,2,0,1993
87336,23.665982204000002,22.7926078029,5,128,180,185,ARG,AUS,75,33,161,2,0,1993
87337,20.1095140315,24.251882272399996,5,128,178,193,FRA,GER,76,41,15,2,0,1993
87338,27.3210130048,28.038329910999998,5,128,188,190,AUS,FRA,77,40,12,2,0,1993
87339,20.4654346338,21.6153319644,5,128,188,185,CZE,AUS,78,94,93,2,0,1993
87340,29.4209445585,28.802190280599998,5,128,183,185,BRA,USA,79,44,447,2,0,1993
87341,20.9062286105,23.630390143699998,5,128,175,193,USA,USA,80,6,47,2,0,1993
87342,25.297741273099998,23.7289527721,5,128,180,185,AUT,NZL,81,18,71,2,0,1993
87343,22.0041067762,26.762491444200002,5,128,183,185,AUS,RUS,82,338,84,2,0,1993
87344,25.6290212183,22.726899384,5,128,185,196,USA,AUS,83,747,78,2,0,1993
87345,21.7440109514,24.741957563299998,5,128,190,183,SWE,ESP,84,51,14,2,0,1993
87346,21.8015058179,23.5811088296,5,128,190,180,CZE,USA,85,113,13,2,0,1993
87347,24.449007529099998,21.796030116399997,5,128,178,188,ESP,USA,86,67,83,2,0,1993
87348,27.772758384699998,26.9431895962,5,128,183,188,CAN,AUT,87,100,110,2,0,1993
87349,22.819986310700003,21.4373716632,5,128,193,185,SWE,USA,88,35,3,2,0,1993
87350,24.4079397673,25.503080082100002,5,128,183,180,SWE,SWE,89,19,62,2,0,1993
87351,25.3442847365,25.6153319644,5,128,193,193,AUS,FRA,90,179,106,2,0,1993
87352,22.3244353183,23.285420944600002,5,128,196,175,GER,ZIM,91,108,124,2,0,1993
87353,24.7939767283,21.3442847365,5,128,185,185,GER,RSA,92,52,11,2,0,1993
87354,23.5947980835,25.880903490799998,5,128,188,188,FRA,RUS,93,34,16,2,0,1993
87355,26.2450376454,23.8001368925,5,128,188,183,SWE,FRA,94,76,26,2,0,1993
87356,26.3846680356,27.2470910335,5,128,183,175,FRA,ISR,95,104,21,2,0,1993
87357,19.8631074606,26.9979466119,5,128,185,188,GER,SWE,96,96,2,2,0,1993
87358,22.926762491399998,22.4229979466,5,128,180,185,FRA,USA,97,87,1,3,0,1993
87359,22.765229295,22.006844627,5,128,183,188,NED,ESP,98,50,17,3,0,1993
87360,29.2073921971,23.783709787800003,5,128,183,180,USA,USA,99,111,220,3,0,1993
87361,18.3846680356,24.9883641342,5,128,193,190,UKR,CZE,100,24,7,3,0,1993
87362,21.7987679671,19.7563312799,5,128,178,190,AUS,DEN,101,63,73,3,0,1993
87363,22.7926078029,24.251882272399996,5,128,185,193,AUS,GER,102,161,15,3,0,1993
87364,21.6153319644,28.038329910999998,5,128,185,190,AUS,FRA,103,93,12,3,0,1993
87365,23.630390143699998,28.802190280599998,5,128,193,185,USA,USA,104,47,447,3,0,1993
87366,26.762491444200002,23.7289527721,5,128,185,185,RUS,NZL,105,84,71,3,0,1993
87367,24.741957563299998,22.726899384,5,128,183,196,ESP,AUS,106,14,78,3,0,1993
87368,21.796030116399997,23.5811088296,5,128,188,180,USA,USA,107,83,13,3,0,1993
87369,26.9431895962,21.4373716632,5,128,188,185,AUT,USA,108,110,3,3,0,1993
87370,25.6153319644,25.503080082100002,5,128,193,180,FRA,SWE,109,106,62,3,0,1993
87371,23.285420944600002,21.3442847365,5,128,175,185,ZIM,RSA,110,124,11,3,0,1993
87372,25.880903490799998,23.8001368925,5,128,188,183,RUS,FRA,111,16,26,3,0,1993
87373,27.2470910335,26.9979466119,5,128,175,188,ISR,SWE,112,21,2,3,0,1993
87374,22.006844627,22.4229979466,5,128,188,185,ESP,USA,113,17,1,4,0,1993
87375,23.783709787800003,24.9883641342,5,128,180,190,USA,CZE,114,220,7,4,0,1993
87376,19.7563312799,24.251882272399996,5,128,190,193,DEN,GER,115,73,15,4,0,1993
87377,28.802190280599998,28.038329910999998,5,128,185,190,USA,FRA,116,447,12,4,0,1993
87378,22.726899384,23.7289527721,5,128,196,185,AUS,NZL,117,78,71,4,0,1993
87379,23.5811088296,21.4373716632,5,128,180,185,USA,USA,118,13,3,4,0,1993
87380,21.3442847365,25.503080082100002,5,128,185,180,RSA,SWE,119,11,62,4,0,1993
87381,23.8001368925,26.9979466119,5,128,183,188,FRA,SWE,120,26,2,4,0,1993
87382,24.9883641342,22.4229979466,5,128,190,185,CZE,USA,121,7,1,5,0,1993
87383,28.038329910999998,24.251882272399996,5,128,190,193,FRA,GER,122,12,15,5,0,1993
87384,23.7289527721,21.4373716632,5,128,185,185,NZL,USA,123,71,3,5,0,1993
87385,25.503080082100002,26.9979466119,5,128,180,188,SWE,SWE,124,62,2,5,0,1993
87386,24.251882272399996,22.4229979466,5,128,193,185,GER,USA,125,15,1,6,0,1993
87387,21.4373716632,26.9979466119,5,128,185,188,USA,SWE,126,3,2,6,0,1993
87388,26.9979466119,22.4229979466,5,128,188,185,SWE,USA,127,2,1,7,0,1993
88409,18.9103353867,22.7789185489,5,128,180,185,ESP,USA,1,109,1,1,0,1994
88410,21.0349075975,18.4065708419,5,128,183,175,AUS,CHI,2,239,283,1,0,1994
88411,30.8528405202,23.9041752225,5,128,173,188,SWE,SWE,3,49,97,1,0,1994
88412,30.8856947296,28.254620123200002,5,128,185,188,FRA,NED,4,48,25,1,0,1994
88413,26.0342231348,22.2149212868,5,128,196,185,GER,SWE,5,99,226,1,0,1994
88414,23.783709787800003,28.104038329899996,5,128,178,185,USA,RUS,6,83,92,1,0,1994
88415,22.9568788501,27.726214921300002,5,128,185,183,AUS,FRA,7,55,192,1,0,1994
88416,29.1471594798,22.4613278576,5,128,190,196,CZE,NED,8,43,16,1,0,1994
88417,22.3709787817,23.1375770021,5,128,178,188,AUS,USA,9,138,42,1,0,1994
88418,21.0978781656,21.4510609172,5,128,190,178,DEN,FRA,10,111,127,1,0,1994
88419,26.1245722108,24.1779603012,5,128,185,185,FRA,ARG,11,117,516,1,0,1994
88420,30.762491444200002,26.9760438056,5,128,183,170,BRA,FRA,12,44,76,1,0,1994
88421,28.2847364819,23.772758384699998,5,128,188,183,AUT,CZE,13,75,30,1,0,1994
88422,22.5900068446,22.1656399726,5,128,183,183,ARG,SWE,14,134,105,1,0,1994
88423,26.8583162218,22.9431895962,5,128,180,185,GER,ITA,15,45,47,1,0,1994
88424,28.6954140999,23.7645448323,5,128,185,185,FRA,USA,16,70,7,1,0,1994
88425,31.0280629706,19.726214921300002,5,128,180,193,AUS,UKR,17,39,4,1,0,1994
88426,24.180698151999998,23.0855578371,5,128,183,190,FRA,SWE,18,225,80,1,0,1994
88427,23.665982204000002,20.7091033539,5,128,196,193,GER,GBR,19,54,59,1,0,1994
88428,21.4264202601,27.2224503765,5,128,183,188,RSA,RUS,20,95,22,1,0,1994
88429,26.7241615332,23.7316906229,5,128,180,188,GER,NED,21,121,62,1,0,1994
88430,20.1943874059,24.9719370294,5,128,190,193,SWE,USA,22,63,104,1,0,1994
88431,26.3052703628,23.143052703600002,5,128,178,190,ESP,CZE,23,24,61,1,0,1994
88432,21.4565366188,27.3839835729,5,128,188,185,ESP,SWE,24,74,13,1,0,1994
88433,23.8850102669,26.6392881588,5,128,180,180,RUS,AUT,25,60,11,1,0,1994
88434,29.749486653,24.065708418899998,5,128,183,180,SWE,USA,26,137,19,1,0,1994
88435,24.361396303899998,21.3990417522,5,128,173,185,ARG,AUS,27,91,26,1,0,1994
88436,24.1451060917,21.1115674196,5,128,180,185,ARG,FRA,28,73,120,1,0,1994
88437,28.982888432600003,21.2046543463,5,128,180,185,ESP,GER,29,101,119,1,0,1994
88438,27.014373716599998,29.5222450376,5,128,180,180,FRA,USA,30,209,31,1,0,1994
88439,25.18275154,21.7440109514,5,128,180,188,AUT,NOR,31,64,135,1,0,1994
88440,21.8069815195,23.3483915127,5,128,188,188,CZE,ESP,32,68,6,1,0,1994
88441,21.8480492813,22.6913073238,5,128,196,193,GER,CRO,33,87,5,1,0,1994
88442,24.216290212199997,28.4161533196,5,128,188,185,USA,USA,34,180,128,1,0,1994
88443,23.5400410678,24.2108145106,5,128,201,185,SUI,USA,35,18,112,1,0,1994
88444,23.112936345,20.1149897331,5,128,180,180,BRA,ESP,36,81,41,1,0,1994
88445,23.255304585900003,20.219028063,5,128,178,188,VEN,SVK,37,100,106,1,0,1994
88446,34.2094455852,25.1416837782,5,128,188,183,USA,FRA,38,28,17,1,0,1994
88447,23.9972621492,32.7857631759,5,128,178,185,ITA,USA,39,133,32,1,0,1994
88448,26.3299110198,20.8131416838,5,128,190,183,CZE,ITA,40,12,34,1,0,1994
88449,29.5249828884,24.9363449692,5,128,188,188,SUI,FRA,41,58,14,1,0,1994
88450,22.6858316222,20.900752909,5,128,185,173,RSA,ESP,42,21,23,1,0,1994
88451,25.7905544148,26.135523614,5,128,178,185,ESP,GER,43,67,88,1,0,1994
88452,22.7926078029,20.257357974,5,128,188,190,FRA,RUS,44,204,20,1,0,1994
88453,24.626967830300003,24.068446269699997,5,128,175,196,ZIM,AUS,45,69,72,1,0,1994
88454,27.745379876799998,28.662559890500003,5,128,193,188,SWE,AUS,46,252,53,1,0,1994
88455,24.922655715300003,27.40862423,5,128,180,185,USA,ARG,47,29,98,1,0,1994
88456,28.339493497600003,25.749486653,5,128,188,183,SWE,SWE,48,3,37,1,0,1994
88457,30.1054072553,22.2477754962,5,128,193,175,USA,USA,49,130,8,1,0,1994
88458,25.4428473648,29.7303216975,5,128,183,175,FRA,ESP,50,79,52,1,0,1994
88459,27.893223819299998,26.5817932923,5,128,183,170,USA,PER,51,66,27,1,0,1994
88460,28.5886379192,22.8911704312,5,128,175,190,ISR,USA,52,50,57,1,0,1994
88461,23.082819986300002,25.503080082100002,5,128,185,180,USA,USA,53,84,85,1,0,1994
88462,25.070499657800003,24.161533196399997,5,128,185,193,NZL,SWE,54,71,46,1,0,1994
88463,28.6379192334,25.5770020534,5,128,185,183,AUS,ESP,55,219,103,1,0,1994
88464,26.9568788501,23.874058863800002,5,128,193,198,FRA,USA,56,107,9,1,0,1994
88465,24.2683093771,26.083504449,5,128,180,183,FRA,ESP,57,90,15,1,0,1994
88466,19.794661191,19.3127994524,5,128,185,188,ROU,GER,58,268,89,1,0,1994
88467,28.301163586599998,23.2334017796,5,128,188,178,RUS,CZE,59,38,51,1,0,1994
88468,24.134154688600002,28.629705681,5,128,185,180,AUS,USA,60,40,35,1,0,1994
88469,22.989733059499997,26.340862423,5,128,188,183,RSA,UKR,61,77,131,1,0,1994
88470,22.694045174499998,21.661875427800002,5,128,193,188,MAR,CZE,62,56,272,1,0,1994
88471,27.808350444899997,26.8062970568,5,128,180,183,ARG,USA,63,125,33,1,0,1994
88472,24.016427104699996,25.5934291581,5,128,175,193,ITA,GER,64,36,2,1,0,1994
88473,18.4065708419,22.7789185489,5,128,175,185,CHI,USA,65,283,1,2,0,1994
88474,23.9041752225,28.254620123200002,5,128,188,188,SWE,NED,66,97,25,2,0,1994
88475,28.104038329899996,22.2149212868,5,128,185,185,RUS,SWE,67,92,226,2,0,1994
88476,27.726214921300002,22.4613278576,5,128,183,196,FRA,NED,68,192,16,2,0,1994
88477,23.1375770021,21.4510609172,5,128,188,178,USA,FRA,69,42,127,2,0,1994
88478,24.1779603012,26.9760438056,5,128,185,170,ARG,FRA,70,516,76,2,0,1994
88479,23.772758384699998,22.1656399726,5,128,183,183,CZE,SWE,71,30,105,2,0,1994
88480,22.9431895962,23.7645448323,5,128,185,185,ITA,USA,72,47,7,2,0,1994
88481,23.0855578371,19.726214921300002,5,128,190,193,SWE,UKR,73,80,4,2,0,1994
88482,27.2224503765,20.7091033539,5,128,188,193,RUS,GBR,74,22,59,2,0,1994
88483,24.9719370294,23.7316906229,5,128,193,188,USA,NED,75,104,62,2,0,1994
88484,27.3839835729,23.143052703600002,5,128,185,190,SWE,CZE,76,13,61,2,0,1994
88485,24.065708418899998,26.6392881588,5,128,180,180,USA,AUT,77,19,11,2,0,1994
88486,21.1115674196,21.3990417522,5,128,185,185,FRA,AUS,78,120,26,2,0,1994
88487,21.2046543463,29.5222450376,5,128,185,180,GER,USA,79,119,31,2,0,1994
88488,21.7440109514,23.3483915127,5,128,188,188,NOR,ESP,80,135,6,2,0,1994
88489,28.4161533196,22.6913073238,5,128,185,193,USA,CRO,81,128,5,2,0,1994
88490,24.2108145106,20.1149897331,5,128,185,180,USA,ESP,82,112,41,2,0,1994
88491,20.219028063,25.1416837782,5,128,188,183,SVK,FRA,83,106,17,2,0,1994
88492,32.7857631759,20.8131416838,5,128,185,183,USA,ITA,84,32,34,2,0,1994
88493,24.9363449692,20.900752909,5,128,188,173,FRA,ESP,85,14,23,2,0,1994
88494,26.135523614,20.257357974,5,128,185,190,GER,RUS,86,88,20,2,0,1994
88495,24.068446269699997,28.662559890500003,5,128,196,188,AUS,AUS,87,72,53,2,0,1994
88496,25.749486653,27.40862423,5,128,183,185,SWE,ARG,88,37,98,2,0,1994
88497,29.7303216975,22.2477754962,5,128,175,175,ESP,USA,89,52,8,2,0,1994
88498,22.8911704312,26.5817932923,5,128,190,170,USA,PER,90,57,27,2,0,1994
88499,25.503080082100002,24.161533196399997,5,128,180,193,USA,SWE,91,85,46,2,0,1994
88500,25.5770020534,23.874058863800002,5,128,183,198,ESP,USA,92,103,9,2,0,1994
88501,26.083504449,19.3127994524,5,128,183,188,ESP,GER,93,15,89,2,0,1994
88502,23.2334017796,28.629705681,5,128,178,180,CZE,USA,94,51,35,2,0,1994
88503,26.340862423,21.661875427800002,5,128,183,188,UKR,CZE,95,131,272,2,0,1994
88504,25.5934291581,26.8062970568,5,128,193,183,GER,USA,96,2,33,2,0,1994
88505,28.254620123200002,22.7789185489,5,128,188,185,NED,USA,97,25,1,3,0,1994
88506,22.4613278576,22.2149212868,5,128,196,185,NED,SWE,98,16,226,3,0,1994
88507,21.4510609172,26.9760438056,5,128,178,170,FRA,FRA,99,127,76,3,0,1994
88508,22.1656399726,23.7645448323,5,128,183,185,SWE,USA,100,105,7,3,0,1994
88509,20.7091033539,19.726214921300002,5,128,193,193,GBR,UKR,101,59,4,3,0,1994
88510,23.143052703600002,23.7316906229,5,128,190,188,CZE,NED,102,61,62,3,0,1994
88511,26.6392881588,21.3990417522,5,128,180,185,AUT,AUS,103,11,26,3,0,1994
88512,29.5222450376,23.3483915127,5,128,180,188,USA,ESP,104,31,6,3,0,1994
88513,20.1149897331,22.6913073238,5,128,180,193,ESP,CRO,105,41,5,3,0,1994
88514,25.1416837782,20.8131416838,5,128,183,183,FRA,ITA,106,17,34,3,0,1994
88515,20.257357974,20.900752909,5,128,190,173,RUS,ESP,107,20,23,3,0,1994
88516,28.662559890500003,27.40862423,5,128,188,185,AUS,ARG,108,53,98,3,0,1994
88517,22.2477754962,26.5817932923,5,128,175,170,USA,PER,109,8,27,3,0,1994
88518,23.874058863800002,24.161533196399997,5,128,198,193,USA,SWE,110,9,46,3,0,1994
88519,28.629705681,19.3127994524,5,128,180,188,USA,GER,111,35,89,3,0,1994
88520,21.661875427800002,26.8062970568,5,128,188,183,CZE,USA,112,272,33,3,0,1994
88521,22.2149212868,22.7789185489,5,128,185,185,SWE,USA,113,226,1,4,0,1994
88522,26.9760438056,23.7645448323,5,128,170,185,FRA,USA,114,76,7,4,0,1994
88523,23.7316906229,19.726214921300002,5,128,188,193,NED,UKR,115,62,4,4,0,1994
88524,21.3990417522,23.3483915127,5,128,185,188,AUS,ESP,116,26,6,4,0,1994
88525,20.8131416838,22.6913073238,5,128,183,193,ITA,CRO,117,34,5,4,0,1994
88526,27.40862423,20.900752909,5,128,185,173,ARG,ESP,118,98,23,4,0,1994
88527,26.5817932923,24.161533196399997,5,128,170,193,PER,SWE,119,27,46,4,0,1994
88528,26.8062970568,19.3127994524,5,128,183,188,USA,GER,120,33,89,4,0,1994
88529,22.7789185489,23.7645448323,5,128,185,185,USA,USA,121,1,7,5,0,1994
88530,19.726214921300002,23.3483915127,5,128,193,188,UKR,ESP,122,4,6,5,0,1994
88531,22.6913073238,20.900752909,5,128,193,173,CRO,ESP,123,5,23,5,0,1994
88532,19.3127994524,24.161533196399997,5,128,188,193,GER,SWE,124,89,46,5,0,1994
88533,23.7645448323,23.3483915127,5,128,185,188,USA,ESP,125,7,6,6,0,1994
88534,24.161533196399997,20.900752909,5,128,193,173,SWE,ESP,126,46,23,6,0,1994
88535,20.900752909,23.3483915127,5,128,173,188,ESP,ESP,127,23,6,7,0,1994
89653,20.6899383984,22.4339493498,5,128,183,185,AUS,USA,1,225,1,1,0,1994
89654,23.4387405886,19.9123887748,5,128,178,190,USA,RUS,2,111,60,1,0,1994
89655,31.2361396304,26.611909650900003,5,128,185,193,RSA,FRA,3,124,77,1,0,1994
89656,20.8596851472,22.546201231999998,5,128,185,190,GER,USA,4,94,106,1,0,1994
89657,23.3264887064,27.909650924,5,128,183,188,RSA,NED,5,163,39,1,0,1994
89658,20.5859000684,22.7926078029,5,128,183,188,USA,USA,6,155,37,1,0,1994
89659,21.6865160849,28.2847364819,5,128,180,180,USA,USA,7,323,30,1,0,1994
89660,20.3641341547,33.864476386,5,128,193,188,GBR,USA,8,51,17,1,0,1994
89661,29.993155373,27.0390143737,5,128,185,185,BAH,SWE,9,230,14,1,0,1994
89662,25.7905544148,24.7255304586,5,128,185,185,GER,NZL,10,64,45,1,0,1994
89663,25.158110883000003,21.842573579699998,5,128,180,190,USA,BEL,11,91,166,1,0,1994
89664,23.65229295,21.503080082100002,5,128,178,196,ITA,GER,12,121,114,1,0,1994
89665,30.507871321,28.2436687201,5,128,173,175,SWE,ISR,13,29,27,1,0,1994
89667,27.1321013005,30.5407255305,5,128,196,185,USA,FRA,15,337,90,1,0,1994
89668,24.59137577,21.4620123203,5,128,188,188,FRA,CZE,16,9,80,1,0,1994
89669,28.071184120500003,23.4195756331,5,128,185,185,USA,USA,17,99,3,1,0,1994
89670,28.5859000684,21.081451060899997,5,128,180,183,ITA,RSA,18,117,46,1,0,1994
89671,28.3504449008,22.7405886379,5,128,185,190,FRA,SWE,19,103,52,1,0,1994
89672,20.725530458599998,23.515400410700003,5,128,183,193,CAN,AUS,20,131,181,1,0,1994
89673,26.4996577687,22.7980835044,5,128,180,190,SWE,CZE,21,85,104,1,0,1994
89674,26.5133470226,20.4681724846,5,128,180,183,GER,ITA,22,55,66,1,0,1994
89675,23.8165639973,22.8884325804,5,128,193,178,SWE,CZE,23,38,59,1,0,1994
89676,22.7679671458,22.340862423,5,128,180,185,BRA,RSA,24,100,18,1,0,1994
89677,24.0328542094,23.195071868600003,5,128,180,201,GBR,SUI,25,123,16,1,0,1994
89678,22.3709787817,29.180013689299997,5,128,190,188,BAH,SUI,26,172,61,1,0,1994
89679,25.445585215599998,28.6379192334,5,128,178,180,ESP,ESP,27,87,44,1,0,1994
89680,17.193702943199998,22.6447638604,5,128,196,188,AUS,RSA,28,439,69,1,0,1994
89681,22.206707734400002,25.826146475,5,128,193,185,AUS,SWE,29,499,146,1,0,1994
89682,23.671457905500002,26.4613278576,5,128,175,183,ITA,USA,30,71,41,1,0,1994
89683,22.9103353867,23.7891854894,5,128,178,185,VEN,AUS,31,116,43,1,0,1994
89684,23.865845311399998,22.3463381246,5,128,185,193,USA,CRO,32,128,8,1,0,1994
89685,27.129363449699998,26.2943189596,5,128,183,180,USA,AUT,33,109,10,1,0,1994
89686,28.2929500342,20.7529089665,5,128,185,190,AUS,DEN,34,1185,89,1,0,1994
89687,24.0273785079,23.923340178000004,5,128,190,180,GER,FRA,35,141,78,1,0,1994
89688,27.759069130700002,27.931553730300003,5,128,185,190,RUS,GER,36,63,129,1,0,1994
89689,27.0718685832,22.7953456537,5,128,188,178,USA,AUS,37,595,96,1,0,1994
89690,18.9678302533,25.4045174538,5,128,188,183,GER,SWE,38,140,49,1,0,1994
89691,27.548254620100003,23.723477070500003,5,128,183,196,USA,AUS,39,47,42,1,0,1994
89692,30.6830937714,26.8774811773,5,128,180,188,AUS,RUS,40,22,20,1,0,1994
89693,25.601642710500002,28.802190280599998,5,128,183,190,ARG,CZE,41,127,19,1,0,1994
89694,32.514715948,27.400410677600004,5,128,180,193,SWE,SWE,42,62,281,1,0,1994
89695,24.281998631100002,23.5592060233,5,128,175,188,ZIM,SWE,43,95,134,1,0,1994
89696,26.340862423,22.349075975399998,5,128,193,193,AUS,MAR,44,112,48,1,0,1994
89697,21.1115674196,25.0978781656,5,128,188,183,ESP,FRA,45,70,84,1,0,1994
89698,25.9958932238,21.106091718,5,128,183,178,UKR,FRA,46,135,68,1,0,1994
89699,25.689253935700002,23.7618069815,5,128,196,183,GER,NED,47,156,58,1,0,1994
89700,25.9603011636,27.994524298400002,5,128,178,188,ESP,SWE,48,32,4,1,0,1994
89701,25.9849418207,19.8494182067,5,128,190,190,CZE,SWE,49,11,65,1,0,1994
89702,18.8199863107,25.065023956199997,5,128,180,193,SWE,BEL,50,424,125,1,0,1994
89703,26.546201231999998,21.054072553,5,128,188,185,KEN,AUS,51,218,54,1,0,1994
89704,24.7802874743,23.3867214237,5,128,180,188,USA,NED,52,153,83,1,0,1994
89705,23.4387405886,22.598220397,5,128,183,185,USA,ITA,53,119,56,1,0,1994
89706,23.0718685832,27.241615332,5,128,190,188,AUS,SWE,54,213,36,1,0,1994
89707,27.980835044499997,21.8206707734,5,128,188,183,USA,SWE,55,147,92,1,0,1994
89708,26.2368240931,23.5290896646,5,128,170,198,PER,USA,56,34,12,1,0,1994
89710,20.769336071199998,28.7802874743,5,128,175,188,AUS,GER,58,202,143,1,0,1994
89711,23.843942505100003,26.6310746064,5,128,188,170,ITA,FRA,59,120,102,1,0,1994
89713,26.1984941821,27.9397672827,5,128,185,188,JPN,AUT,61,115,93,1,0,1994
89714,27.956194387399997,22.611909650900003,5,128,188,185,RUS,AUS,62,25,74,1,0,1994
89715,28.3175906913,23.5400410678,5,128,188,180,AUS,RUS,63,28,40,1,0,1994
89716,25.2484599589,24.5776865161,5,128,193,180,GER,USA,64,2,26,1,0,1994
89717,19.9123887748,22.4339493498,5,128,190,185,RUS,USA,65,60,1,2,0,1994
89718,22.546201231999998,26.611909650900003,5,128,190,193,USA,FRA,66,106,77,2,0,1994
89719,22.7926078029,27.909650924,5,128,188,188,USA,NED,67,37,39,2,0,1994
89720,28.2847364819,33.864476386,5,128,180,188,USA,USA,68,30,17,2,0,1994
89721,24.7255304586,27.0390143737,5,128,185,185,NZL,SWE,69,45,14,2,0,1994
89722,21.842573579699998,21.503080082100002,5,128,190,196,BEL,GER,70,166,114,2,0,1994
89723,28.2436687201,22.0260095825,5,128,175,178,ISR,AUS,71,27,191,2,0,1994
89724,30.5407255305,21.4620123203,5,128,185,188,FRA,CZE,72,90,80,2,0,1994
89725,21.081451060899997,23.4195756331,5,128,183,185,RSA,USA,73,46,3,2,0,1994
89726,23.515400410700003,22.7405886379,5,128,193,190,AUS,SWE,74,181,52,2,0,1994
89727,20.4681724846,22.7980835044,5,128,183,190,ITA,CZE,75,66,104,2,0,1994
89728,22.8884325804,22.340862423,5,128,178,185,CZE,RSA,76,59,18,2,0,1994
89729,29.180013689299997,23.195071868600003,5,128,188,201,SUI,SUI,77,61,16,2,0,1994
89730,28.6379192334,22.6447638604,5,128,180,188,ESP,RSA,78,44,69,2,0,1994
89731,25.826146475,26.4613278576,5,128,185,183,SWE,USA,79,146,41,2,0,1994
89732,23.7891854894,22.3463381246,5,128,185,193,AUS,CRO,80,43,8,2,0,1994
89733,20.7529089665,26.2943189596,5,128,190,180,DEN,AUT,81,89,10,2,0,1994
89734,27.931553730300003,23.923340178000004,5,128,190,180,GER,FRA,82,129,78,2,0,1994
89735,22.7953456537,25.4045174538,5,128,178,183,AUS,SWE,83,96,49,2,0,1994
89736,23.723477070500003,26.8774811773,5,128,196,188,AUS,RUS,84,42,20,2,0,1994
89737,27.400410677600004,28.802190280599998,5,128,193,190,SWE,CZE,85,281,19,2,0,1994
89738,22.349075975399998,23.5592060233,5,128,193,188,MAR,SWE,86,48,134,2,0,1994
