,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
12414,38.8227241615,26.6611909651,5,128,175,175,AUS,USA,117,6,17,4,1,1973
12416,20.9883641342,29.5167693361,5,128,178,178,USA,NED,119,10,9,4,1,1973
12417,29.2676249144,24.5776865161,5,128,183,188,AUS,USA,120,7,79,4,1,1973
12418,26.7077344285,26.373716632399997,5,128,193,188,USA,NZL,121,3,57,5,1,1973
12420,38.8227241615,19.7070499658,5,128,175,193,AUS,IND,123,6,43,5,1,1973
12421,29.2676249144,20.9883641342,5,128,183,178,AUS,USA,124,7,10,5,1,1973
12422,27.4962354552,26.7077344285,5,128,175,193,CZE,USA,125,11,3,6,1,1973
12423,29.2676249144,38.8227241615,5,128,183,175,AUS,AUS,126,7,6,6,1,1973
12424,29.2676249144,27.4962354552,5,128,183,175,AUS,CZE,127,7,11,7,1,1973
14117,21.9849418207,24.922655715300003,5,128,178,193,USA,USA,1,1,44,1,1,1974
14124,20.3039014374,25.327857631799997,5,128,183,178,HUN,GER,8,38,65,1,1,1974
14125,30.5133470226,23.515400410700003,5,128,178,183,NED,USA,9,5,62,1,1,1974
14133,27.704312115,28.2354551677,5,128,193,180,USA,CHI,17,4,19,1,1,1974
14134,32.2737850787,33.946611909699996,5,128,183,175,RSA,USA,18,56,113,1,1,1974
14136,19.6796714579,30.225872689899997,5,128,190,180,USA,CHI,20,179,69,1,1,1974
14138,22.439425051300002,25.574264202600002,5,128,185,188,IND,USA,22,120,30,1,1,1974
14141,28.1095140315,22.3874058864,5,128,183,183,ROU,AUS,25,7,100,1,1,1974
14142,27.4140999316,26.4476386037,5,128,175,188,USA,AUS,26,137,144,1,1,1974
14144,22.869267624899997,25.1088295688,5,128,183,173,USA,USA,28,21,80,1,1,1974
14150,36.6652977413,28.227241615300002,5,128,185,188,USA,USA,34,143,84,1,1,1974
14152,39.819301848,29.9383983573,5,128,175,188,AUS,AUS,36,6,70,1,1,1974
14154,22.3956194387,37.1362080767,5,128,178,173,USA,AUS,38,103,71,1,1,1974
14160,32.7310061602,23.2470910335,5,128,185,175,USA,USA,44,12,74,1,1,1974
14164,18.2258726899,20.1560574949,5,128,180,201,SWE,USA,48,8,192,1,1,1974
14171,20.090349076,22.5297741273,5,128,183,190,USA,GBR,55,145,125,1,1,1974
14172,31.1348391513,19.4524298426,5,128,185,173,USA,USA,56,9,274,1,1,1974
14178,29.2813141684,23.477070499699998,5,128,178,183,AUS,AUS,62,25,259,1,1,1974
14181,21.9849418207,29.3963039014,5,128,178,196,USA,SWE,65,1,76,2,1,1974
14182,23.151266256,34.1492128679,5,128,190,183,AUS,AUS,66,22,131,2,1,1974
14184,20.3039014374,27.255304585900003,5,128,183,178,HUN,GBR,68,38,86,2,1,1974
14185,30.5133470226,28.2080766598,5,128,178,188,NED,USA,69,5,155,2,1,1974
14189,27.704312115,32.2737850787,5,128,193,183,USA,RSA,73,4,56,2,1,1974
14190,19.6796714579,22.584531143099998,5,128,190,183,USA,USA,74,179,34,2,1,1974
14191,22.439425051300002,25.5550992471,5,128,185,178,IND,ESP,75,120,11,2,1,1974
14192,24.59137577,26.338124572199998,5,128,188,173,AUS,FRA,76,85,58,2,1,1974
14193,28.1095140315,27.4140999316,5,128,183,175,ROU,USA,77,7,137,2,1,1974
14198,39.819301848,26.9979466119,5,128,175,180,AUS,USA,82,6,40,2,1,1974
14202,32.7310061602,20.0027378508,5,128,185,178,USA,GBR,86,12,112,2,1,1974
14204,20.7036276523,18.2258726899,5,128,193,180,IND,SWE,88,39,8,2,1,1974
14208,31.1348391513,20.090349076,5,128,185,183,USA,USA,92,9,145,2,1,1974
14210,28.010951403099998,27.6906228611,5,128,183,180,RSA,USA,94,51,17,2,1,1974
14211,29.2813141684,27.370294319,5,128,178,188,AUS,NZL,95,25,31,2,1,1974
14213,21.9849418207,23.151266256,5,128,178,190,USA,AUS,97,1,22,3,1,1974
14214,28.4928131417,20.3039014374,5,128,175,183,CZE,HUN,98,13,38,3,1,1974
14217,27.704312115,19.6796714579,5,128,193,190,USA,USA,101,4,179,3,1,1974
14218,24.59137577,22.439425051300002,5,128,188,185,AUS,IND,102,85,120,3,1,1974
14219,22.869267624899997,28.1095140315,5,128,183,183,USA,ROU,103,21,7,3,1,1974
14225,22.028747433299998,24.454483230700003,5,128,180,185,ARG,USA,109,10,66,3,1,1974
14227,28.010951403099998,30.8145106092,5,128,183,188,RSA,USA,111,51,79,3,1,1974
14228,30.264202600999997,29.2813141684,5,128,183,178,AUS,AUS,112,2,25,3,1,1974
14229,21.9849418207,28.4928131417,5,128,178,175,USA,CZE,113,1,13,4,1,1974
14231,27.704312115,24.59137577,5,128,193,188,USA,AUS,115,4,85,4,1,1974
14233,39.819301848,21.1882272416,5,128,175,183,AUS,MEX,117,6,23,4,1,1974
14234,20.7036276523,32.7310061602,5,128,193,185,IND,USA,118,39,12,4,1,1974
14235,31.1348391513,22.028747433299998,5,128,185,180,USA,ARG,119,9,10,4,1,1974
14236,30.264202600999997,28.010951403099998,5,128,183,183,AUS,RSA,120,2,51,4,1,1974
14238,22.869267624899997,27.704312115,5,128,183,193,USA,USA,122,21,4,5,1,1974
14239,39.819301848,20.7036276523,5,128,175,193,AUS,IND,123,6,39,5,1,1974
14240,30.264202600999997,31.1348391513,5,128,183,185,AUS,USA,124,2,9,5,1,1974
14241,21.9849418207,22.869267624899997,5,128,178,183,USA,USA,125,1,21,6,1,1974
14242,39.819301848,30.264202600999997,5,128,175,183,AUS,AUS,126,6,2,6,1,1974
14243,21.9849418207,39.819301848,5,128,178,175,USA,AUS,127,1,6,7,1,1974
15422,20.4681724846,19.2635181383,5,128,193,170,IND,CHI,3,24,181,1,1,1974
15432,23.2744695414,24.388774811799998,5,128,170,173,USA,FRA,13,16,53,1,1,1974
15442,21.793292265599998,30.611909650900003,5,128,180,190,ARG,CZE,23,23,72,1,1,1974
15446,29.990417522199998,22.2943189596,5,128,180,190,CHI,GBR,27,91,198,1,1,1974
15453,24.7282683094,19.7672826831,5,128,180,178,FRA,GBR,34,57,81,1,1,1974
15468,21.2566735113,33.188227241599996,5,128,178,173,ESP,BRA,49,127,172,1,1,1974
15470,24.687200547600003,23.0116358658,5,128,193,175,USA,USA,51,42,137,1,1,1974
15480,26.1026694045,22.633812457199998,5,128,173,183,FRA,USA,61,69,25,1,1,1974
15485,20.4681724846,23.865845311399998,5,128,193,183,IND,USA,66,24,96,2,1,1974
15487,20.0684462697,25.4182067077,5,128,183,173,HUN,ESP,68,136,105,2,1,1974
15509,32.4955509925,24.687200547600003,5,128,185,193,USA,USA,90,14,42,2,1,1974
15510,21.708418891199997,24.219028063000003,5,128,168,185,USA,USA,91,43,52,2,1,1974
15513,27.1348391513,22.349075975399998,5,128,188,183,NZL,USA,94,36,31,2,1,1974
15516,28.257357974,20.4681724846,5,128,175,193,CZE,IND,97,11,24,3,1,1974
15517,32.3121149897,20.0684462697,5,128,180,183,FRA,HUN,98,113,136,3,1,1974
15519,23.2744695414,21.2840520192,5,128,170,178,USA,ITA,100,16,40,3,1,1974
15521,25.3196440794,21.793292265599998,5,128,178,180,ESP,ARG,102,12,23,3,1,1974
15526,23.279945243,36.900752909,5,128,183,173,USA,AUS,107,41,75,3,1,1974
15528,32.4955509925,21.2566735113,5,128,185,178,USA,ESP,109,14,127,3,1,1974
15531,27.874058863800002,26.1026694045,5,128,183,173,ROU,FRA,112,3,69,3,1,1974
15532,32.3121149897,28.257357974,5,128,180,175,FRA,CZE,113,113,11,4,1,1974
15534,25.3196440794,30.8993839836,5,128,178,185,ESP,USA,115,12,6,4,1,1974
15535,29.990417522199998,28.0,5,128,180,180,CHI,CHI,116,91,20,4,1,1974
15537,17.9904175222,23.279945243,5,128,180,183,SWE,USA,118,8,41,4,1,1974
15538,21.708418891199997,32.4955509925,5,128,168,185,USA,USA,119,43,14,4,1,1974
15539,27.874058863800002,27.1348391513,5,128,183,188,ROU,NZL,120,3,36,4,1,1974
15541,25.3196440794,29.990417522199998,5,128,178,180,ESP,CHI,122,12,91,5,1,1974
15542,17.9904175222,20.9527720739,5,128,180,183,SWE,MEX,123,8,21,5,1,1974
15543,21.708418891199997,27.874058863800002,5,128,168,183,USA,ROU,124,43,3,5,1,1974
15544,25.3196440794,32.3121149897,5,128,178,180,ESP,FRA,125,12,113,6,1,1974
15545,17.9904175222,21.708418891199997,5,128,180,168,SWE,USA,126,8,43,6,1,1974
15546,17.9904175222,25.3196440794,5,128,180,178,SWE,ESP,127,8,12,7,1,1974
16653,29.5934291581,21.7166324435,5,64,183,183,AUS,AUS,33,2,108,3,1,1974
16654,36.4654346338,25.7768651608,5,64,173,188,AUS,AUS,34,64,118,3,1,1974
16659,29.2676249144,19.3319644079,5,64,188,178,AUS,GBR,39,39,100,3,1,1974
16662,26.699520876100003,21.8590006845,5,64,188,190,NZL,GBR,42,40,105,3,1,1974
16664,22.4804928131,30.176591375799998,5,64,190,190,AUS,CZE,44,29,87,3,1,1974
16669,29.5934291581,36.4654346338,5,64,183,173,AUS,AUS,49,2,64,4,1,1974
16671,23.8631074606,17.5550992471,5,64,183,180,AUS,SWE,51,49,18,4,1,1974
16676,21.314168377799998,23.920602327199997,5,64,178,188,USA,AUS,56,3,155,4,1,1974
16678,23.8631074606,29.2676249144,5,64,183,188,AUS,AUS,58,49,39,5,1,1974
16682,21.314168377799998,22.4804928131,5,64,178,190,USA,AUS,62,3,29,6,1,1974
16683,21.314168377799998,23.8631074606,5,64,178,183,USA,AUS,63,3,49,7,1,1974
17106,30.0862422998,26.160164271,5,128,183,173,AUS,FRA,1,1,69,1,1,1974
17117,25.149897330599998,19.9123887748,5,128,178,183,GER,USA,12,37,133,1,1,1974
17118,39.6413415469,36.9582477755,5,128,175,173,AUS,AUS,13,109,75,1,1,1974
17119,20.525667351099997,26.819986310700003,5,128,193,180,IND,USA,14,24,38,1,1,1974
17123,27.865845311399998,20.125941136199998,5,128,180,183,RSA,HUN,18,59,136,1,1,1974
17127,21.0102669405,30.0479123888,5,128,183,180,MEX,CHI,22,21,91,1,1,1974
17130,18.0479123888,28.605065024,5,128,180,173,SWE,GBR,25,8,95,1,1,1974
17134,25.3771389459,21.765913757699998,5,128,178,168,ESP,USA,29,12,43,1,1,1974
17136,29.1033538672,30.721423682399998,5,128,178,185,AUS,AUS,31,115,73,1,1,1974
17138,22.217659137600002,32.0958247775,5,128,178,183,USA,RSA,33,121,39,1,1,1974
17141,27.512662559899997,22.2614647502,5,128,180,185,USA,IND,36,10,87,1,1,1974
17145,28.314852840500002,28.0492813142,5,128,175,188,CZE,USA,40,11,80,1,1,1974
17152,24.3559206023,29.7604380561,5,128,183,188,AUS,AUS,47,34,51,1,1,1974
17153,21.8069815195,29.218343600300003,5,128,178,196,USA,SWE,48,2,70,1,1,1974
17161,30.3353867214,31.909650924,5,128,178,188,NED,USA,56,4,166,1,1,1974
17167,32.3696098563,30.6694045175,5,128,180,190,FRA,CZE,62,113,72,1,1,1974
17168,22.4065708419,27.832991101999998,5,128,183,183,USA,RSA,63,31,58,1,1,1974
17172,21.8507871321,32.553045859,5,128,180,185,ARG,USA,67,23,14,2,1,1974
17175,22.6913073238,25.149897330599998,5,128,183,178,USA,GER,70,25,37,2,1,1974
17176,39.6413415469,20.525667351099997,5,128,175,193,AUS,IND,71,109,24,2,1,1974
17178,27.5263518138,27.865845311399998,5,128,193,180,USA,RSA,73,7,59,2,1,1974
17180,24.4462696783,21.0102669405,5,128,173,183,FRA,MEX,75,53,21,2,1,1974
17185,29.1033538672,22.9733059548,5,128,178,190,AUS,AUS,80,115,19,2,1,1974
17190,22.2094455852,21.314168377799998,5,128,183,178,AUS,ESP,85,85,127,2,1,1974
17192,23.958932238200003,24.7857631759,5,128,183,180,ITA,FRA,87,26,57,2,1,1974
17193,21.8069815195,24.3559206023,5,128,178,183,USA,AUS,88,2,34,2,1,1974
17198,23.345653661900002,27.077344284699997,5,128,188,178,USA,GBR,93,22,71,2,1,1974
17201,27.931553730300003,22.4065708419,5,128,183,183,ROU,USA,96,3,31,2,1,1974
17203,23.337440109499997,21.8507871321,5,128,183,180,USA,ARG,98,41,23,3,1,1974
17204,22.6913073238,30.9568788501,5,128,183,185,USA,USA,99,25,6,3,1,1974
17206,27.5263518138,24.744695414099997,5,128,193,193,USA,USA,101,7,42,3,1,1974
17209,25.3771389459,29.1033538672,5,128,178,178,ESP,AUS,104,12,115,3,1,1974
17212,28.0574948665,22.2094455852,5,128,180,183,CHI,AUS,107,20,85,3,1,1974
17213,21.8069815195,23.958932238200003,5,128,178,183,USA,ITA,108,2,26,3,1,1974
17215,30.3353867214,33.078713210100005,5,128,178,188,NED,RSA,110,4,13,3,1,1974
17218,30.0862422998,23.337440109499997,5,128,183,183,AUS,USA,113,1,41,4,1,1974
17219,39.6413415469,22.6913073238,5,128,175,183,AUS,USA,114,109,25,4,1,1974
17220,27.5263518138,24.4462696783,5,128,193,173,USA,FRA,115,7,53,4,1,1974
17222,28.314852840500002,27.512662559899997,5,128,175,180,CZE,USA,117,11,10,4,1,1974
17223,21.8069815195,28.0574948665,5,128,178,180,USA,CHI,118,2,20,4,1,1974
17225,23.345653661900002,27.931553730300003,5,128,188,183,USA,ROU,120,22,3,4,1,1974
17226,39.6413415469,30.0862422998,5,128,175,183,AUS,AUS,121,109,1,5,1,1974
17228,21.8069815195,28.314852840500002,5,128,178,175,USA,CZE,123,2,11,5,1,1974
17230,39.6413415469,27.5263518138,5,128,175,193,AUS,USA,125,109,7,6,1,1974
17231,21.8069815195,23.345653661900002,5,128,178,188,USA,USA,126,2,22,6,1,1974
17232,21.8069815195,39.6413415469,5,128,178,175,USA,AUS,127,2,109,7,1,1974
17866,29.5961670089,30.2532511978,5,32,178,188,AUS,AUS,12,27,87,3,1,1975
17869,34.4640657084,22.3655030801,5,32,183,180,AUS,IND,15,112,188,3,1,1975
17870,30.5790554415,19.0718685832,5,32,183,185,AUS,GER,16,2,249,3,1,1975
17878,30.5790554415,34.4640657084,5,32,183,183,AUS,AUS,24,2,112,4,1,1975
17879,22.2997946612,22.702258726900002,5,32,178,183,USA,AUS,25,1,48,5,1,1975
17884,30.5790554415,29.5961670089,5,32,183,178,AUS,AUS,30,2,27,6,1,1975
17885,30.5790554415,22.2997946612,5,32,183,178,AUS,USA,31,2,1,7,1,1975
19043,21.0704996578,24.2436687201,5,128,183,183,HUN,AUS,6,51,153,1,1,1975
19058,29.2594113621,22.8336755647,5,128,175,183,CZE,POL,21,19,64,1,1,1975
19068,25.7303216975,25.2210814511,5,128,180,185,FRA,USA,31,48,70,1,1,1975
19070,24.281998631100002,26.0944558522,5,128,183,178,USA,GER,33,58,41,1,1,1975
19072,24.6954140999,28.0219028063,5,128,173,178,BRA,GBR,35,213,139,1,1,1975
19077,23.635865845300003,23.2963723477,5,128,183,190,USA,GBR,40,13,149,1,1,1975
19082,24.9034907598,19.523613963,5,128,183,185,ITA,GER,45,53,183,1,1,1975
19083,25.6344969199,31.613963039,5,128,188,190,USA,CZE,46,120,75,1,1,1975
19085,28.8761122519,37.9028062971,5,128,183,173,ROU,AUS,48,6,85,1,1,1975
19087,25.390828199899996,28.9938398357,5,128,173,188,FRA,USA,50,61,65,1,1,1975
19092,24.013689253899997,20.0629705681,5,128,175,185,USA,GBR,55,96,118,1,1,1975
19095,28.7775496235,25.300479123899997,5,128,183,183,RSA,AUS,58,79,32,1,1,1975
19097,28.4709103354,26.4202600958,5,128,193,173,USA,ESP,60,12,144,1,1,1975
19104,24.276522929499997,21.0704996578,5,128,170,183,USA,HUN,67,29,51,2,1,1975
19124,24.9034907598,25.6344969199,5,128,183,188,ITA,USA,87,53,120,2,1,1975
19125,28.8761122519,23.835728952800004,5,128,183,175,ROU,ITA,88,6,52,2,1,1975
19127,23.351129363400002,28.457221081500002,5,128,183,180,USA,USA,90,24,45,2,1,1975
19129,22.7104722793,24.013689253899997,5,128,168,175,USA,USA,92,15,96,2,1,1975
19130,28.7775496235,20.769336071199998,5,128,183,178,RSA,GBR,93,79,88,2,1,1975
19136,21.954825462,22.2861054073,5,128,183,178,MEX,ITA,99,16,71,3,1,1975
19138,22.7953456537,24.2683093771,5,128,180,170,ARG,ARG,101,3,183,3,1,1975
19140,23.9178644764,20.265571526400002,5,128,190,170,AUS,CHI,103,11,127,3,1,1975
19141,28.1368925394,25.7303216975,5,128,188,180,NZL,FRA,104,20,48,3,1,1975
19142,24.281998631100002,24.6954140999,5,128,183,173,USA,BRA,105,58,213,3,1,1975
19145,24.9034907598,28.8761122519,5,128,183,183,ITA,ROU,108,53,6,3,1,1975
19147,22.7104722793,27.104722792600004,5,128,168,173,USA,FRA,110,15,84,3,1,1975
19148,28.4709103354,28.7775496235,5,128,193,183,USA,RSA,111,12,79,3,1,1975
19151,21.954825462,33.3141683778,5,128,183,180,MEX,FRA,114,16,28,4,1,1975
19152,22.7953456537,29.2594113621,5,128,180,175,ARG,CZE,115,3,19,4,1,1975
19153,28.1368925394,23.9178644764,5,128,188,190,NZL,AUS,116,20,11,4,1,1975
19155,24.9034907598,29.0020533881,5,128,183,180,ITA,CHI,118,53,26,4,1,1975
19156,22.7104722793,23.351129363400002,5,128,168,183,USA,USA,119,15,24,4,1,1975
19157,18.9924709103,28.4709103354,5,128,180,193,SWE,USA,120,4,12,4,1,1975
19158,24.276522929499997,21.954825462,5,128,170,183,USA,MEX,121,29,16,5,1,1975
19159,22.7953456537,28.1368925394,5,128,180,188,ARG,NZL,122,3,20,5,1,1975
19161,18.9924709103,22.7104722793,5,128,180,168,SWE,USA,124,4,15,5,1,1975
19162,22.7953456537,24.276522929499997,5,128,180,170,ARG,USA,125,3,29,6,1,1975
19163,18.9924709103,24.9034907598,5,128,180,183,SWE,ITA,126,4,53,6,1,1975
19164,18.9924709103,22.7953456537,5,128,180,180,SWE,ARG,127,4,3,7,1,1975
19508,20.9993155373,31.811088295700003,5,128,178,188,GBR,USA,11,90,97,1,1,1975
19510,24.1478439425,33.7275838467,5,128,190,185,AUS,USA,13,13,18,1,1,1975
19511,26.5708418891,25.9603011636,5,128,188,180,USA,FRA,14,46,52,1,1,1975
19522,19.2224503765,23.3921971253,5,128,180,178,SWE,USA,25,5,36,1,1,1975
19530,23.3839835729,38.132785763200005,5,128,183,173,AUS,AUS,33,39,96,1,1,1975
19531,28.366872005500003,28.7008898015,5,128,188,193,NZL,USA,34,21,17,1,1,1975
19533,22.1848049281,24.511978097199997,5,128,183,183,MEX,USA,36,14,56,1,1,1975
19537,29.106091718000002,27.994524298400002,5,128,183,180,ROU,USA,40,8,29,1,1,1975
19548,25.53045859,25.9192334018,5,128,183,193,AUS,USA,51,30,50,1,1,1975
19566,21.3004791239,31.509924709099998,5,128,183,178,HUN,NED,69,51,6,2,1,1975
19567,35.6221765914,20.9993155373,5,128,190,178,RSA,GBR,70,42,90,2,1,1975
19568,26.5708418891,24.1478439425,5,128,188,190,USA,AUS,71,46,13,2,1,1975
19570,32.1314168378,21.7002053388,5,128,185,193,USA,IND,73,7,32,2,1,1975
19572,24.5065023956,28.654346338099998,5,128,170,175,USA,USA,75,27,22,2,1,1975
19578,28.366872005500003,23.3839835729,5,128,188,183,NZL,AUS,81,21,39,2,1,1975
19583,33.5441478439,21.0869267625,5,128,180,183,FRA,USA,86,47,19,2,1,1975
19586,26.3244353183,23.5811088296,5,128,178,183,GER,USA,89,38,25,2,1,1975
19587,23.865845311399998,25.53045859,5,128,183,183,USA,AUS,90,11,30,2,1,1975
19589,29.2320328542,30.2778918549,5,128,180,178,CHI,AUS,92,24,12,2,1,1975
19594,22.981519507199998,27.3347022587,5,128,178,173,USA,FRA,97,1,73,3,1,1975
19595,22.9404517454,23.0636550308,5,128,168,183,USA,POL,98,15,70,3,1,1975
19596,35.6221765914,21.3004791239,5,128,190,183,RSA,HUN,99,42,51,3,1,1975
19599,24.5065023956,22.4887063655,5,128,170,178,USA,ESP,102,27,62,3,1,1975
19602,22.1848049281,28.366872005500003,5,128,183,188,MEX,NZL,105,14,21,3,1,1975
19606,26.3244353183,23.865845311399998,5,128,178,183,GER,USA,109,38,11,3,1,1975
19609,23.0253251198,24.5201916496,5,128,180,188,ARG,USA,112,3,16,3,1,1975
19610,22.981519507199998,22.9404517454,5,128,178,168,USA,USA,113,1,15,4,1,1975
19611,26.5708418891,35.6221765914,5,128,188,190,USA,RSA,114,46,42,4,1,1975
19612,24.5065023956,32.1314168378,5,128,170,185,USA,USA,115,27,7,4,1,1975
19613,19.2224503765,37.0485968515,5,128,180,173,SWE,AUS,116,5,10,4,1,1975
19614,29.106091718000002,22.1848049281,5,128,183,183,ROU,MEX,117,8,14,4,1,1975
19615,26.5516769336,33.5441478439,5,128,178,180,ESP,FRA,118,9,47,4,1,1975
19616,29.2320328542,26.3244353183,5,128,180,178,CHI,GER,119,24,38,4,1,1975
19617,23.0253251198,29.4893908282,5,128,180,175,ARG,CZE,120,3,20,4,1,1975
19618,22.981519507199998,26.5708418891,5,128,178,188,USA,USA,121,1,46,5,1,1975
19619,19.2224503765,24.5065023956,5,128,180,170,SWE,USA,122,5,27,5,1,1975
19620,26.5516769336,29.106091718000002,5,128,178,183,ESP,ROU,123,9,8,5,1,1975
19621,23.0253251198,29.2320328542,5,128,180,180,ARG,CHI,124,3,24,5,1,1975
19622,22.981519507199998,19.2224503765,5,128,178,180,USA,SWE,125,1,5,6,1,1975
19623,26.5516769336,23.0253251198,5,128,178,180,ESP,ARG,126,9,3,6,1,1975
19624,26.5516769336,22.981519507199998,5,128,178,178,ESP,USA,127,9,1,7,1,1975
20943,22.803559206,20.8213552361,5,128,178,178,USA,GBR,1,1,88,1,1,1975
20944,21.5222450376,37.954825461999995,5,128,193,173,IND,AUS,2,31,85,1,1,1975
20955,29.311430527,27.1567419576,5,128,175,173,CZE,FRA,13,19,84,1,1,1975
20957,28.476386036999997,20.1149897331,5,128,175,185,USA,GBR,15,23,118,1,1,1975
20959,22.847364818600003,21.3305954825,5,128,180,188,ARG,NZL,17,3,396,1,1,1975
20966,20.9965776865,19.9671457906,5,128,185,185,AUS,AUS,24,265,213,1,1,1975
20968,29.045859000700002,26.146475017100002,5,128,188,178,USA,GER,26,65,41,1,1,1975
20969,25.9274469541,25.6865160849,5,128,173,188,USA,USA,27,114,120,1,1,1975
20971,23.6878850103,27.8165639973,5,128,183,180,USA,USA,29,13,30,1,1,1975
20975,29.601642710500002,28.073921971300003,5,128,173,178,GBR,GBR,33,142,139,1,1,1975
20982,31.953456536599997,35.444216290199996,5,128,185,190,USA,RSA,40,8,46,1,1,1975
20984,25.273100616,34.242299794699996,5,128,185,173,USA,BRA,42,70,81,1,1,1975
20985,30.757015742600004,20.2710472279,5,128,188,173,AUS,USA,43,103,72,1,1,1975
20986,33.549623545500005,25.782340862399998,5,128,185,180,USA,FRA,44,14,48,1,1,1975
20992,23.2060232717,34.9678302533,5,128,183,183,AUS,AUS,50,40,62,1,1,1975
20999,24.919917864499997,24.065708418899998,5,128,183,175,USA,USA,57,86,96,1,1,1975
21006,40.6379192334,22.338124572199998,5,128,175,178,AUS,ITA,64,2,71,1,1,1975
21007,22.803559206,21.5222450376,5,128,178,193,USA,IND,65,1,31,2,1,1975
21011,22.006844627,25.7412731006,5,128,183,193,MEX,USA,69,16,50,2,1,1975
21014,28.476386036999997,21.1225188227,5,128,175,183,USA,HUN,72,23,51,2,1,1975
21015,22.847364818600003,28.829568788499998,5,128,180,183,ARG,RSA,73,3,79,2,1,1975
21018,23.2142368241,20.9965776865,5,128,178,185,USA,AUS,76,34,265,2,1,1975
21019,29.045859000700002,28.9281314168,5,128,188,183,USA,ROU,77,65,6,2,1,1975
21021,23.6878850103,19.6878850103,5,128,183,193,USA,PAR,79,13,131,2,1,1975
21025,23.403148528400003,24.747433264899996,5,128,183,173,USA,BRA,83,24,213,2,1,1975
21028,33.549623545500005,30.757015742600004,5,128,185,188,USA,AUS,86,14,103,2,1,1975
21030,19.0444900753,31.665982204000002,5,128,180,190,SWE,CZE,88,4,75,2,1,1975
21031,23.2060232717,25.4428473648,5,128,183,173,AUS,FRA,89,40,61,2,1,1975
21038,40.6379192334,23.3483915127,5,128,175,190,AUS,GBR,96,2,149,2,1,1975
21040,25.3524982888,20.6187542779,5,128,183,188,AUS,RSA,98,32,150,3,1,1975
21041,22.006844627,24.9555099247,5,128,183,183,MEX,ITA,99,16,53,3,1,1975
21044,23.2142368241,28.188911704299997,5,128,178,188,USA,NZL,102,34,20,3,1,1975
21045,25.9274469541,29.045859000700002,5,128,173,188,USA,USA,103,114,65,3,1,1975
21048,31.953456536599997,23.403148528400003,5,128,185,183,USA,USA,106,8,24,3,1,1975
21050,19.0444900753,29.054072553,5,128,180,180,SWE,CHI,108,4,26,3,1,1975
21051,31.3319644079,23.2060232717,5,128,178,183,NED,AUS,109,10,40,3,1,1975
21055,22.803559206,25.3524982888,5,128,178,183,USA,AUS,113,1,32,4,1,1975
21056,22.006844627,28.476386036999997,5,128,183,175,MEX,USA,114,16,23,4,1,1975
21057,22.847364818600003,23.2142368241,5,128,180,178,ARG,USA,115,3,34,4,1,1975
21058,23.6878850103,25.9274469541,5,128,183,173,USA,USA,116,13,114,4,1,1975
21059,31.953456536599997,29.601642710500002,5,128,185,173,USA,GBR,117,8,142,4,1,1975
21060,19.0444900753,33.549623545500005,5,128,180,185,SWE,USA,118,4,14,4,1,1975
21062,30.0999315537,40.6379192334,5,128,178,175,AUS,AUS,120,21,2,4,1,1975
21063,22.803559206,22.006844627,5,128,178,183,USA,MEX,121,1,16,5,1,1975
21064,23.6878850103,22.847364818600003,5,128,183,180,USA,ARG,122,13,3,5,1,1975
21065,31.953456536599997,19.0444900753,5,128,185,180,USA,SWE,123,8,4,5,1,1975
21066,30.0999315537,31.3319644079,5,128,178,178,AUS,NED,124,21,10,5,1,1975
21067,22.803559206,23.6878850103,5,128,178,183,USA,USA,125,1,13,6,1,1975
21068,31.953456536599997,30.0999315537,5,128,185,178,USA,AUS,126,8,21,6,1,1975
21069,31.953456536599997,22.803559206,5,128,185,178,USA,USA,127,8,1,7,1,1975
21799,23.9972621492,36.6379192334,5,128,178,190,USA,RSA,1,1,58,1,1,1976
21801,26.1136208077,24.982888432600003,5,128,183,180,USA,USA,3,122,114,1,1,1976
21803,22.1026694045,20.4517453799,5,128,183,173,USA,USA,5,22,210,1,1,1976
21804,25.2594113621,22.3162217659,5,128,175,183,USA,HUN,6,107,39,1,1,1976
21805,20.3915126626,25.0814510609,5,128,183,175,USA,ITA,7,159,70,1,1,1976
21807,33.1471594798,25.4893908282,5,128,185,183,USA,AUS,9,2,131,1,1,1976
21808,30.5051334702,26.546201231999998,5,128,175,183,CZE,AUS,10,25,33,1,1,1976
21810,29.6700889802,22.1683778234,5,128,175,201,USA,USA,12,38,86,1,1,1976
21811,19.6851471595,23.956194387399997,5,128,178,168,USA,USA,13,64,12,1,1,1976
21813,34.2861054073,21.6919917864,5,128,183,190,RSA,USA,15,73,109,1,1,1976
21815,24.041067761799997,21.2950034223,5,128,180,185,ARG,USA,17,3,272,1,1,1976
21823,23.2005475702,26.9760438056,5,128,183,180,MEX,FRA,25,10,51,1,1,1976
21831,24.3997262149,22.7159479808,5,128,183,193,AUS,IND,33,68,23,1,1,1976
21834,24.8815879535,27.1211498973,5,128,183,173,USA,USA,36,13,84,1,1,1976
21838,30.12183436,29.3826146475,5,128,183,188,ROU,NZL,40,7,29,1,1,1976
21840,24.0629705681,28.4599589322,5,128,180,188,IND,AUS,42,100,136,1,1,1976
21842,30.0232717317,24.079397672800003,5,128,183,183,RSA,POL,44,44,32,1,1,1976
21846,26.1492128679,31.40862423,5,128,183,196,ITA,SWE,48,6,210,1,1,1976
